================================================================================
FVG (Fair Value Gap) Analysis Results
Time Window: 8:30 - 10:00
================================================================================

SUMMARY BY YEAR
--------------------------------------------------------------------------------
Year     Trading Days    Bullish FVG     Bearish FVG     Total FVG   
--------------------------------------------------------------------------------
2018     257             520             483             1003        
2019     258             510             409             919         
2020     259             529             426             955         
2021     258             504             411             915         
2022     258             485             493             978         
2023     257             491             484             975         
2024     259             483             435             918         
2025     222             398             340             738         
--------------------------------------------------------------------------------
TOTAL                    3920            3481            7401        
23/07/2024   09:50:00     Bearish    20.6147        
23/07/2024   10:00:00     Bullish    6.7846         
24/07/2024   08:40:00     Bearish    21.9194        
24/07/2024   09:00:00     Bearish    5.7408         
24/07/2024   09:40:00     Bearish    6.0017         
24/07/2024   09:50:00     Bearish    8.8721         
25/07/2024   08:55:00     Bearish    1.5657         
25/07/2024   09:00:00     Bearish    46.9702        
25/07/2024   09:10:00     Bearish    23.2241        
25/07/2024   09:20:00     Bullish    33.9229        
25/07/2024   09:25:00     Bullish    13.0473        
25/07/2024   09:45:00     Bullish    4.6970         
25/07/2024   09:50:00     Bullish    17.4833        
26/07/2024   09:25:00     Bullish    15.6567        
26/07/2024   09:35:00     Bearish    37.3152        
26/07/2024   10:00:00     Bullish    28.4430        
29/07/2024   09:10:00     Bearish    24.7898        
29/07/2024   09:15:00     Bearish    12.0035        
29/07/2024   09:50:00     Bearish    9.6550         
29/07/2024   09:55:00     Bearish    7.3065         
29/07/2024   10:00:00     Bearish    15.6567        
30/07/2024   08:45:00     Bearish    9.3940         
30/07/2024   08:50:00     Bearish    2.6095         
30/07/2024   09:35:00     Bearish    2.3485         
31/07/2024   09:35:00     Bullish    16.7005        
31/07/2024   09:45:00     Bearish    1.3047         
01/08/2024   08:45:00     Bullish    58.1908        
01/08/2024   09:05:00     Bearish    4.6970         
01/08/2024   09:20:00     Bearish    6.5236         
01/08/2024   09:25:00     Bearish    14.0910        
01/08/2024   09:45:00     Bearish    4.9580         
01/08/2024   09:50:00     Bearish    1.5657         
02/08/2024   08:40:00     Bullish    12.5254        
02/08/2024   09:05:00     Bearish    2.6095         
02/08/2024   09:10:00     Bearish    70.1943        
02/08/2024   10:00:00     Bearish    7.5674         
06/08/2024   08:55:00     Bullish    28.4430        
06/08/2024   09:40:00     Bullish    25.8336        
06/08/2024   09:45:00     Bullish    6.5236         
06/08/2024   09:50:00     Bullish    20.6147        
07/08/2024   09:20:00     Bearish    16.9614        
07/08/2024   09:45:00     Bullish    27.6602        
08/08/2024   09:00:00     Bullish    12.5254        
08/08/2024   09:05:00     Bullish    18.0052        
08/08/2024   09:30:00     Bullish    15.9177        
09/08/2024   09:35:00     Bearish    7.0455         
09/08/2024   09:50:00     Bullish    10.6988        
12/08/2024   08:40:00     Bearish    2.0876         
12/08/2024   08:45:00     Bearish    39.1418        
12/08/2024   09:10:00     Bullish    50.3625        
12/08/2024   09:15:00     Bullish    13.0473        
12/08/2024   09:20:00     Bullish    12.2644        
12/08/2024   09:25:00     Bullish    6.2627         
13/08/2024   08:50:00     Bullish    20.8756        
13/08/2024   09:50:00     Bullish    17.7443        
14/08/2024   08:55:00     Bearish    10.1769        
14/08/2024   09:15:00     Bearish    8.6112         
14/08/2024   09:45:00     Bullish    9.1331         
14/08/2024   09:50:00     Bullish    15.3958        
14/08/2024   09:55:00     Bullish    10.1769        
14/08/2024   10:00:00     Bullish    7.0455         
15/08/2024   08:50:00     Bullish    7.0455         
15/08/2024   08:55:00     Bullish    13.5692        
15/08/2024   09:25:00     Bullish    6.7846         
15/08/2024   09:40:00     Bullish    1.5657         
15/08/2024   09:55:00     Bearish    5.7408         
16/08/2024   09:05:00     Bullish    8.0893         
16/08/2024   09:20:00     Bullish    1.8266         
19/08/2024   09:20:00     Bearish    11.4816        
19/08/2024   09:30:00     Bullish    12.7863        
19/08/2024   09:50:00     Bullish    0.5219         
19/08/2024   09:55:00     Bullish    11.4816        
20/08/2024   08:55:00     Bullish    11.2207        
20/08/2024   09:15:00     Bearish    38.0980        
20/08/2024   09:40:00     Bearish    19.5709        
20/08/2024   09:50:00     Bullish    3.1313         
21/08/2024   09:00:00     Bullish    11.2206        
21/08/2024   09:05:00     Bullish    1.5657         
21/08/2024   09:30:00     Bearish    1.3047         
21/08/2024   09:40:00     Bullish    46.4483        
21/08/2024   09:50:00     Bearish    14.8739        
21/08/2024   09:55:00     Bearish    60.2784        
22/08/2024   09:10:00     Bearish    31.8353        
23/08/2024   09:05:00     Bullish    9.9159         
23/08/2024   09:35:00     Bearish    4.4361         
23/08/2024   09:40:00     Bearish    6.0017         
23/08/2024   09:50:00     Bearish    102.8125       
26/08/2024   08:45:00     Bearish    3.1313         
26/08/2024   09:10:00     Bearish    27.3993        
26/08/2024   09:15:00     Bearish    4.1751         
26/08/2024   09:35:00     Bearish    46.1873        
26/08/2024   09:55:00     Bullish    6.0017         
26/08/2024   10:00:00     Bullish    18.2662        
27/08/2024   08:40:00     Bearish    7.3065         
27/08/2024   08:50:00     Bullish    4.6970         
27/08/2024   08:55:00     Bullish    20.6147        
27/08/2024   09:25:00     Bullish    20.6147        
27/08/2024   09:30:00     Bullish    8.3503         
27/08/2024   10:00:00     Bullish    5.7408         
28/08/2024   08:50:00     Bearish    18.2662        
28/08/2024   09:25:00     Bullish    0.5219         
28/08/2024   09:45:00     Bearish    41.4903        
28/08/2024   09:50:00     Bearish    3.1313         
28/08/2024   10:00:00     Bearish    8.6112         
29/08/2024   09:20:00     Bearish    0.5219         
29/08/2024   09:30:00     Bullish    16.4396        
29/08/2024   09:50:00     Bullish    2.8704         
29/08/2024   10:00:00     Bearish    6.0017         
30/08/2024   10:00:00     Bearish    37.0542        
02/09/2024   08:45:00     Bullish    2.8704         
02/09/2024   09:00:00     Bearish    9.3940         
02/09/2024   09:05:00     Bearish    0.5219         
02/09/2024   09:10:00     Bearish    3.1313         
02/09/2024   09:20:00     Bearish    1.8266         
02/09/2024   09:30:00     Bullish    8.3503         
02/09/2024   09:35:00     Bullish    26.3555        
02/09/2024   09:40:00     Bullish    11.4816        
02/09/2024   09:45:00     Bullish    2.0876         
03/09/2024   08:40:00     Bearish    0.2609         
03/09/2024   08:55:00     Bearish    0.5219         
03/09/2024   09:35:00     Bearish    40.4465        
03/09/2024   09:45:00     Bearish    9.1331         
03/09/2024   09:50:00     Bearish    25.3117        
04/09/2024   08:45:00     Bullish    7.5674         
04/09/2024   09:30:00     Bullish    3.6532         
04/09/2024   09:35:00     Bullish    22.4413        
04/09/2024   10:00:00     Bullish    24.0070        
05/09/2024   08:40:00     Bullish    36.5323        
05/09/2024   09:00:00     Bullish    14.8739        
05/09/2024   09:05:00     Bullish    9.9159         
05/09/2024   09:15:00     Bearish    2.3485         
05/09/2024   09:25:00     Bullish    27.3993        
05/09/2024   09:45:00     Bearish    19.0490        
05/09/2024   09:50:00     Bearish    52.1891        
06/09/2024   08:40:00     Bearish    20.3537        
06/09/2024   08:55:00     Bearish    7.5674         
06/09/2024   09:00:00     Bearish    6.2627         
06/09/2024   09:25:00     Bearish    31.8353        
06/09/2024   09:30:00     Bearish    24.7898        
06/09/2024   09:35:00     Bearish    3.6532         
06/09/2024   09:45:00     Bearish    26.0945        
09/09/2024   09:20:00     Bearish    21.9194        
09/09/2024   09:35:00     Bearish    19.5709        
10/09/2024   09:15:00     Bearish    4.6970         
11/09/2024   09:15:00     Bearish    64.4535        
11/09/2024   09:35:00     Bearish    6.0017         
11/09/2024   09:45:00     Bearish    3.3923         
12/09/2024   09:15:00     Bullish    30.2697        
13/09/2024   08:40:00     Bullish    6.0017         
13/09/2024   09:30:00     Bearish    27.1383        
13/09/2024   09:40:00     Bullish    16.4396        
13/09/2024   09:45:00     Bullish    31.0525        
16/09/2024   08:50:00     Bullish    11.2207        
16/09/2024   08:55:00     Bullish    8.8721         
16/09/2024   09:25:00     Bearish    21.3975        
16/09/2024   09:30:00     Bearish    7.8284         
16/09/2024   09:35:00     Bearish    10.6988        
17/09/2024   08:50:00     Bearish    7.9943         
17/09/2024   09:05:00     Bullish    10.8310        
17/09/2024   09:45:00     Bullish    15.2150        
17/09/2024   10:00:00     Bearish    20.3726        
18/09/2024   09:30:00     Bullish    0.5158         
18/09/2024   09:45:00     Bullish    9.5416         
18/09/2024   09:55:00     Bearish    5.9313         
19/09/2024   08:50:00     Bearish    9.0258         
19/09/2024   09:15:00     Bullish    4.8997         
19/09/2024   09:20:00     Bullish    10.5731        
19/09/2024   09:30:00     Bullish    33.5246        
19/09/2024   09:45:00     Bearish    0.7736         
20/09/2024   09:00:00     Bearish    3.3525         
20/09/2024   09:55:00     Bearish    12.8941        
24/09/2024   09:05:00     Bearish    58.0233        
24/09/2024   09:50:00     Bullish    25.7881        
24/09/2024   09:55:00     Bullish    21.1463        
24/09/2024   10:00:00     Bullish    10.0574        
25/09/2024   09:00:00     Bullish    15.9886        
25/09/2024   09:15:00     Bullish    1.8052         
25/09/2024   09:30:00     Bearish    0.5158         
26/09/2024   09:25:00     Bearish    2.3209         
26/09/2024   09:30:00     Bearish    21.6620        
26/09/2024   09:50:00     Bearish    1.8052         
26/09/2024   09:55:00     Bearish    21.1463        
30/09/2024   09:00:00     Bearish    11.0889        
30/09/2024   09:30:00     Bullish    1.2894         
01/10/2024   08:40:00     Bearish    53.8972        
01/10/2024   08:50:00     Bearish    26.0460        
01/10/2024   09:10:00     Bearish    35.8455        
01/10/2024   09:15:00     Bearish    14.6992        
01/10/2024   09:30:00     Bearish    0.7736         
01/10/2024   09:40:00     Bullish    6.7049         
02/10/2024   08:40:00     Bearish    6.1892         
03/10/2024   08:55:00     Bullish    3.0946         
03/10/2024   09:00:00     Bullish    7.2207         
03/10/2024   09:05:00     Bullish    42.0347        
03/10/2024   09:15:00     Bearish    16.2465        
03/10/2024   09:25:00     Bearish    27.0775        
03/10/2024   10:00:00     Bearish    10.0574        
04/10/2024   08:55:00     Bearish    34.2982        
04/10/2024   09:00:00     Bearish    23.2093        
04/10/2024   10:00:00     Bullish    1.2894         
07/10/2024   09:45:00     Bearish    1.8052         
07/10/2024   09:55:00     Bullish    2.0631         
08/10/2024   08:55:00     Bullish    21.1463        
08/10/2024   09:00:00     Bullish    10.0574        
08/10/2024   09:05:00     Bullish    15.7308        
08/10/2024   09:35:00     Bullish    6.1892         
08/10/2024   09:45:00     Bullish    17.7938        
09/10/2024   09:25:00     Bullish    5.1576         
09/10/2024   10:00:00     Bullish    23.2093        
10/10/2024   08:50:00     Bearish    1.0315         
10/10/2024   09:00:00     Bullish    3.6103         
11/10/2024   09:10:00     Bullish    29.9142        
11/10/2024   09:15:00     Bullish    16.7623        
11/10/2024   09:45:00     Bearish    13.4098        
11/10/2024   09:50:00     Bearish    15.2150        
14/10/2024   08:50:00     Bullish    26.0460        
14/10/2024   09:00:00     Bullish    1.8052         
14/10/2024   09:10:00     Bearish    7.2207         
14/10/2024   09:15:00     Bearish    7.7364         
14/10/2024   09:30:00     Bullish    2.0631         
14/10/2024   09:50:00     Bearish    5.1576         
14/10/2024   09:55:00     Bearish    5.9313         
14/10/2024   10:00:00     Bearish    8.2522         
15/10/2024   09:10:00     Bearish    3.3525         
15/10/2024   09:15:00     Bearish    35.8455        
15/10/2024   09:30:00     Bearish    36.1034        
15/10/2024   09:35:00     Bearish    63.9546        
15/10/2024   09:40:00     Bearish    10.8310        
16/10/2024   08:45:00     Bearish    10.0574        
16/10/2024   09:10:00     Bullish    17.0202        
16/10/2024   09:25:00     Bullish    17.2781        
16/10/2024   09:40:00     Bearish    22.1778        
17/10/2024   08:40:00     Bearish    4.8997         
17/10/2024   08:50:00     Bullish    3.0946         
17/10/2024   09:00:00     Bearish    19.8569        
17/10/2024   09:05:00     Bearish    11.0889        
18/10/2024   09:55:00     Bearish    15.9886        
21/10/2024   09:30:00     Bearish    7.7364         
21/10/2024   09:40:00     Bearish    21.1463        
21/10/2024   09:45:00     Bearish    11.0889        
22/10/2024   08:45:00     Bullish    5.9313         
22/10/2024   09:10:00     Bullish    10.3153        
22/10/2024   09:45:00     Bearish    3.8682         
22/10/2024   09:55:00     Bullish    8.2522         
23/10/2024   09:05:00     Bearish    32.2352        
23/10/2024   09:30:00     Bullish    6.7049         
23/10/2024   09:35:00     Bullish    2.5788         
23/10/2024   09:55:00     Bearish    17.2781        
24/10/2024   09:50:00     Bearish    14.6992        
24/10/2024   09:55:00     Bearish    4.6419         
25/10/2024   08:45:00     Bullish    11.8625        
25/10/2024   08:50:00     Bullish    24.7566        
25/10/2024   08:55:00     Bullish    2.8367         
25/10/2024   09:00:00     Bullish    17.7938        
25/10/2024   09:25:00     Bullish    3.0946         
28/10/2024   10:00:00     Bearish    2.8367         
30/10/2024   08:40:00     Bearish    3.0946         
30/10/2024   08:45:00     Bearish    19.8569        
30/10/2024   08:55:00     Bullish    20.6305        
30/10/2024   09:00:00     Bullish    19.3411        
30/10/2024   09:05:00     Bullish    11.6047        
31/10/2024   08:50:00     Bearish    75.8171        
31/10/2024   09:20:00     Bullish    11.8625        
31/10/2024   09:30:00     Bearish    17.7938        
31/10/2024   09:50:00     Bearish    15.7308        
01/11/2024   08:40:00     Bullish    1.2894         
01/11/2024   08:45:00     Bullish    4.1261         
01/11/2024   09:15:00     Bullish    16.5044        
01/11/2024   09:20:00     Bullish    5.4155         
01/11/2024   09:45:00     Bearish    22.9514        
01/11/2024   10:00:00     Bullish    14.6992        
04/11/2024   08:45:00     Bullish    46.9344        
04/11/2024   09:20:00     Bullish    11.3468        
04/11/2024   09:25:00     Bullish    3.3525         
05/11/2024   08:50:00     Bullish    4.8997         
05/11/2024   08:55:00     Bullish    11.3468        
05/11/2024   09:00:00     Bullish    11.0889        
05/11/2024   09:55:00     Bearish    14.4414        
06/11/2024   08:50:00     Bearish    42.0347        
06/11/2024   09:15:00     Bullish    16.7623        
06/11/2024   09:20:00     Bullish    11.8625        
06/11/2024   09:30:00     Bullish    1.0315         
06/11/2024   09:40:00     Bearish    15.9886        
07/11/2024   08:40:00     Bullish    15.2150        
07/11/2024   09:00:00     Bullish    13.1519        
07/11/2024   09:50:00     Bullish    21.9199        
08/11/2024   09:05:00     Bearish    2.5788         
08/11/2024   09:10:00     Bearish    6.9628         
11/11/2024   08:45:00     Bearish    22.6936        
11/11/2024   08:50:00     Bearish    5.6734         
11/11/2024   09:00:00     Bearish    1.5473         
11/11/2024   09:35:00     Bullish    11.3468        
11/11/2024   09:45:00     Bearish    0.5158         
11/11/2024   09:55:00     Bullish    4.1261         
12/11/2024   09:05:00     Bearish    17.7938        
13/11/2024   09:05:00     Bearish    17.7938        
14/11/2024   08:45:00     Bearish    49.7711        
14/11/2024   09:20:00     Bearish    12.6362        
14/11/2024   09:40:00     Bullish    4.1261         
14/11/2024   10:00:00     Bearish    12.8941        
15/11/2024   08:40:00     Bearish    3.3525         
15/11/2024   09:00:00     Bearish    14.6992        
15/11/2024   09:10:00     Bearish    13.1519        
15/11/2024   09:20:00     Bearish    4.8997         
18/11/2024   08:50:00     Bearish    7.9943         
18/11/2024   09:05:00     Bullish    37.3928        
18/11/2024   09:15:00     Bullish    6.9628         
18/11/2024   09:20:00     Bullish    4.8997         
18/11/2024   09:30:00     Bullish    25.5303        
18/11/2024   09:35:00     Bullish    19.5990        
19/11/2024   09:30:00     Bullish    5.1576         
19/11/2024   09:35:00     Bullish    4.6419         
20/11/2024   08:40:00     Bearish    43.0662        
20/11/2024   09:05:00     Bearish    5.6734         
20/11/2024   09:10:00     Bearish    51.5763        
20/11/2024   09:15:00     Bearish    5.1576         
20/11/2024   09:35:00     Bullish    4.6419         
20/11/2024   09:50:00     Bullish    15.2150        
21/11/2024   08:40:00     Bearish    77.3644        
21/11/2024   09:00:00     Bearish    22.6936        
21/11/2024   09:05:00     Bearish    25.7881        
21/11/2024   09:15:00     Bullish    48.9975        
21/11/2024   09:25:00     Bearish    50.0290        
21/11/2024   09:30:00     Bearish    25.5303        
21/11/2024   09:50:00     Bullish    19.5990        
21/11/2024   09:55:00     Bullish    28.3669        
21/11/2024   10:00:00     Bullish    36.6192        
22/11/2024   09:10:00     Bearish    8.5101         
22/11/2024   09:40:00     Bullish    35.8455        
25/11/2024   08:40:00     Bullish    19.0832        
25/11/2024   08:50:00     Bearish    11.0889        
25/11/2024   08:55:00     Bearish    52.0920        
25/11/2024   09:45:00     Bullish    1.8052         
27/11/2024   08:55:00     Bearish    8.5101         
27/11/2024   09:15:00     Bearish    23.4672        
28/11/2024   09:20:00     Bullish    3.3525         
28/11/2024   09:50:00     Bullish    1.5473         
29/11/2024   08:40:00     Bullish    1.8052         
29/11/2024   08:55:00     Bullish    8.7680         
29/11/2024   09:00:00     Bullish    7.9943         
29/11/2024   09:10:00     Bullish    20.6305        
29/11/2024   09:15:00     Bullish    10.8310        
29/11/2024   09:50:00     Bearish    4.6419         
02/12/2024   09:05:00     Bullish    0.7736         
02/12/2024   09:55:00     Bearish    0.2579         
03/12/2024   09:25:00     Bearish    6.4470         
03/12/2024   10:00:00     Bullish    9.2837         
04/12/2024   08:50:00     Bullish    0.5158         
04/12/2024   09:10:00     Bullish    13.4098        
04/12/2024   09:35:00     Bullish    9.2837         
04/12/2024   10:00:00     Bullish    5.1576         
06/12/2024   08:45:00     Bullish    7.9943         
06/12/2024   08:50:00     Bullish    28.3669        
06/12/2024   09:15:00     Bullish    6.1892         
09/12/2024   08:45:00     Bullish    1.2894         
09/12/2024   09:25:00     Bearish    0.7736         
09/12/2024   09:30:00     Bearish    19.3411        
10/12/2024   08:40:00     Bullish    3.3525         
10/12/2024   08:45:00     Bullish    30.4300        
10/12/2024   08:55:00     Bearish    23.7251        
10/12/2024   09:05:00     Bullish    21.6620        
10/12/2024   09:25:00     Bearish    7.4786         
10/12/2024   09:55:00     Bearish    14.9571        
10/12/2024   10:00:00     Bearish    5.1576         
11/12/2024   08:45:00     Bullish    10.0574        
11/12/2024   08:50:00     Bullish    28.6248        
11/12/2024   09:10:00     Bullish    9.7995         
11/12/2024   09:35:00     Bullish    0.2579         
11/12/2024   09:55:00     Bearish    7.2207         
12/12/2024   09:20:00     Bullish    12.8941        
12/12/2024   09:25:00     Bullish    5.6734         
13/12/2024   08:40:00     Bullish    8.5101         
13/12/2024   08:45:00     Bullish    41.7768        
13/12/2024   09:40:00     Bearish    3.6103         
13/12/2024   09:45:00     Bearish    14.4414        
13/12/2024   10:00:00     Bearish    18.8253        
16/12/2024   09:30:00     Bullish    4.8997         
16/12/2024   09:35:00     Bullish    5.6734         
17/12/2024   08:45:00     Bullish    10.3153        
17/12/2024   09:00:00     Bearish    4.1261         
17/12/2024   09:20:00     Bearish    1.5473         
18/12/2024   08:55:00     Bullish    7.2207         
18/12/2024   09:45:00     Bullish    12.1204        
19/12/2024   09:15:00     Bullish    34.5561        
19/12/2024   09:25:00     Bearish    18.0517        
19/12/2024   09:30:00     Bearish    14.9571        
20/12/2024   08:40:00     Bullish    22.4235        
20/12/2024   09:05:00     Bullish    4.8971         
20/12/2024   09:25:00     Bullish    22.4235        
20/12/2024   09:30:00     Bullish    69.0748        
20/12/2024   09:35:00     Bullish    20.3616        
23/12/2024   09:10:00     Bearish    25.7742        
24/12/2024   08:45:00     Bullish    12.6293        
24/12/2024   09:00:00     Bullish    8.2477         
24/12/2024   09:05:00     Bullish    1.8042         
24/12/2024   09:45:00     Bullish    0.7732         
26/12/2024   08:50:00     Bearish    16.7532        
26/12/2024   09:25:00     Bullish    21.3926        
27/12/2024   08:40:00     Bearish    28.3516        
27/12/2024   09:05:00     Bearish    58.7651        
27/12/2024   09:45:00     Bullish    1.2887         
30/12/2024   09:40:00     Bullish    29.8980        
31/12/2024   08:40:00     Bearish    22.6813        
31/12/2024   09:10:00     Bearish    18.2997        
31/12/2024   09:20:00     Bullish    14.4335        
02/01/2025   08:40:00     Bearish    36.0838        
02/01/2025   08:50:00     Bullish    61.6002        
02/01/2025   08:55:00     Bullish    65.4664        
02/01/2025   09:20:00     Bearish    33.7642        
02/01/2025   09:25:00     Bearish    39.6922        
03/01/2025   08:40:00     Bullish    32.7332        
03/01/2025   08:50:00     Bearish    7.4745         
03/01/2025   09:15:00     Bearish    19.5884        
03/01/2025   09:20:00     Bearish    6.4435         
06/01/2025   09:15:00     Bullish    3.6084         
07/01/2025   08:45:00     Bullish    1.5464         
07/01/2025   09:00:00     Bearish    39.9500        
07/01/2025   09:05:00     Bearish    79.8999        
07/01/2025   09:35:00     Bearish    58.5073        
07/01/2025   09:40:00     Bearish    27.5784        
07/01/2025   09:55:00     Bullish    33.7642        
07/01/2025   10:00:00     Bullish    16.7532        
08/01/2025   09:15:00     Bearish    45.6203        
08/01/2025   09:55:00     Bullish    17.5264        
10/01/2025   08:50:00     Bearish    1.8042         
10/01/2025   09:05:00     Bearish    63.6622        
10/01/2025   09:10:00     Bearish    12.6293        
10/01/2025   09:20:00     Bullish    18.2997        
10/01/2025   09:25:00     Bullish    21.6503        
10/01/2025   09:30:00     Bullish    1.5464         
10/01/2025   10:00:00     Bearish    8.5055         
13/01/2025   08:55:00     Bullish    8.2477         
13/01/2025   09:25:00     Bearish    1.8042         
13/01/2025   09:35:00     Bullish    2.5774         
13/01/2025   09:40:00     Bullish    32.7332        
13/01/2025   09:45:00     Bullish    12.1139        
13/01/2025   09:55:00     Bearish    11.5984        
14/01/2025   08:40:00     Bullish    0.7732         
14/01/2025   08:50:00     Bearish    5.4126         
14/01/2025   08:55:00     Bearish    8.2477         
14/01/2025   09:10:00     Bullish    24.7432        
14/01/2025   09:25:00     Bearish    5.4126         
14/01/2025   09:30:00     Bearish    4.1239         
14/01/2025   09:35:00     Bearish    2.3197         
15/01/2025   08:45:00     Bullish    14.1758        
15/01/2025   08:50:00     Bullish    0.2577         
15/01/2025   09:05:00     Bullish    4.3816         
16/01/2025   10:00:00     Bullish    26.0319        
17/01/2025   09:25:00     Bearish    18.2997        
17/01/2025   09:35:00     Bullish    9.0210         
20/01/2025   08:45:00     Bullish    1.5465         
20/01/2025   09:00:00     Bearish    4.3816         
20/01/2025   09:45:00     Bearish    5.6703         
21/01/2025   08:40:00     Bearish    47.6822        
22/01/2025   08:50:00     Bullish    7.2168         
22/01/2025   08:55:00     Bullish    14.9490        
22/01/2025   09:55:00     Bearish    4.3816         
23/01/2025   09:35:00     Bullish    8.5055         
24/01/2025   08:45:00     Bullish    0.7732         
24/01/2025   08:50:00     Bullish    4.1239         
24/01/2025   09:05:00     Bearish    6.9590         
27/01/2025   09:30:00     Bullish    31.9600        
27/01/2025   10:00:00     Bearish    6.7013         
28/01/2025   08:40:00     Bearish    9.5364         
28/01/2025   08:55:00     Bullish    39.4345        
28/01/2025   09:00:00     Bullish    16.2377        
28/01/2025   09:05:00     Bullish    23.1967        
28/01/2025   09:25:00     Bullish    51.0328        
30/01/2025   08:50:00     Bullish    23.7122        
30/01/2025   09:00:00     Bearish    7.9900         
30/01/2025   09:05:00     Bearish    45.6203        
30/01/2025   09:30:00     Bearish    4.6393         
30/01/2025   09:40:00     Bullish    6.9590         
30/01/2025   09:55:00     Bearish    34.2796        
30/01/2025   10:00:00     Bearish    17.7842        
31/01/2025   09:35:00     Bullish    14.6913        
03/02/2025   08:50:00     Bearish    13.4026        
03/02/2025   09:15:00     Bearish    13.9180        
03/02/2025   09:25:00     Bullish    140.7269       
04/02/2025   08:40:00     Bullish    17.5264        
04/02/2025   08:55:00     Bullish    22.9390        
04/02/2025   09:00:00     Bullish    8.5055         
04/02/2025   09:05:00     Bullish    17.2687        
04/02/2025   09:10:00     Bullish    14.9490        
04/02/2025   09:40:00     Bullish    1.5464         
06/02/2025   08:45:00     Bullish    10.5674        
06/02/2025   09:10:00     Bullish    14.1758        
06/02/2025   09:15:00     Bullish    9.5364         
06/02/2025   09:25:00     Bearish    25.7742        
07/02/2025   09:00:00     Bearish    32.7332        
07/02/2025   09:05:00     Bearish    100.5192       
07/02/2025   09:55:00     Bearish    8.5055         
10/02/2025   09:05:00     Bullish    18.0419        
10/02/2025   09:10:00     Bullish    8.5055         
11/02/2025   09:15:00     Bullish    1.8042         
11/02/2025   09:30:00     Bullish    14.6913        
11/02/2025   09:45:00     Bullish    10.3097        
11/02/2025   09:50:00     Bullish    4.3816         
11/02/2025   10:00:00     Bearish    6.9590         
12/02/2025   08:40:00     Bullish    10.3097        
12/02/2025   08:45:00     Bullish    24.7432        
12/02/2025   09:05:00     Bearish    36.3416        
12/02/2025   09:20:00     Bullish    44.8470        
12/02/2025   09:25:00     Bullish    11.3406        
13/02/2025   09:00:00     Bullish    19.3306        
13/02/2025   09:20:00     Bullish    22.6813        
13/02/2025   09:40:00     Bullish    34.7951        
14/02/2025   08:50:00     Bullish    9.5364         
14/02/2025   09:10:00     Bullish    8.7632         
14/02/2025   09:35:00     Bearish    3.6084         
14/02/2025   09:50:00     Bullish    5.4126         
14/02/2025   09:55:00     Bullish    12.8871        
17/02/2025   08:40:00     Bearish    6.4435         
17/02/2025   09:30:00     Bullish    2.3197         
18/02/2025   08:45:00     Bearish    0.2577         
18/02/2025   09:05:00     Bearish    0.2577         
18/02/2025   09:55:00     Bullish    2.3197         
19/02/2025   09:05:00     Bearish    7.7322         
19/02/2025   09:45:00     Bullish    3.6084         
19/02/2025   09:55:00     Bearish    0.7732         
20/02/2025   08:45:00     Bearish    0.5155         
20/02/2025   08:50:00     Bearish    23.1967        
20/02/2025   08:55:00     Bearish    61.3425        
20/02/2025   09:00:00     Bearish    2.5774         
20/02/2025   09:20:00     Bullish    13.9180        
20/02/2025   09:40:00     Bearish    0.7732         
20/02/2025   09:50:00     Bearish    26.0319        
21/02/2025   08:40:00     Bearish    4.8971         
21/02/2025   08:55:00     Bearish    1.5464         
21/02/2025   09:25:00     Bearish    26.0319        
24/02/2025   08:40:00     Bearish    11.3406        
24/02/2025   08:55:00     Bearish    57.9919        
24/02/2025   09:00:00     Bearish    25.2587        
24/02/2025   09:05:00     Bearish    38.1458        
25/02/2025   08:50:00     Bearish    15.2068        
25/02/2025   09:05:00     Bearish    28.8671        
25/02/2025   09:15:00     Bearish    2.3197         
25/02/2025   09:20:00     Bearish    29.8980        
26/02/2025   09:15:00     Bullish    3.3506         
27/02/2025   08:40:00     Bearish    12.1139        
27/02/2025   08:45:00     Bearish    71.3944        
27/02/2025   08:55:00     Bearish    93.0447        
27/02/2025   09:00:00     Bearish    60.8270        
27/02/2025   09:15:00     Bullish    43.3006        
27/02/2025   09:55:00     Bearish    27.0629        
28/02/2025   09:25:00     Bullish    8.2477         
28/02/2025   09:30:00     Bullish    6.4435         
28/02/2025   09:40:00     Bearish    12.1139        
03/03/2025   08:40:00     Bearish    23.1967        
03/03/2025   08:55:00     Bearish    11.3406        
03/03/2025   09:00:00     Bearish    28.6093        
03/03/2025   09:25:00     Bullish    39.9499        
04/03/2025   09:00:00     Bearish    13.6603        
04/03/2025   09:20:00     Bearish    22.6813        
05/03/2025   09:05:00     Bullish    56.7032        
05/03/2025   09:20:00     Bearish    14.9490        
05/03/2025   09:25:00     Bearish    0.2577         
06/03/2025   09:05:00     Bullish    35.0529        
06/03/2025   09:20:00     Bullish    11.3406        
06/03/2025   09:50:00     Bearish    2.0619         
06/03/2025   09:55:00     Bearish    20.3616        
07/03/2025   08:45:00     Bullish    15.9800        
07/03/2025   09:15:00     Bearish    18.8151        
07/03/2025   09:30:00     Bearish    2.3197         
07/03/2025   09:35:00     Bearish    89.9518        
07/03/2025   09:50:00     Bullish    22.4235        
10/03/2025   09:05:00     Bearish    30.1558        
10/03/2025   09:55:00     Bearish    25.7742        
11/03/2025   08:40:00     Bullish    18.8151        
11/03/2025   09:25:00     Bearish    5.1548         
12/03/2025   09:15:00     Bearish    10.8251        
12/03/2025   09:35:00     Bearish    29.3825        
